is_review_fake_cycles,is_review_fake_jaccard,constant,score,score_2,score_3,score_4,dist_1st_rev,predict_review_text_and_header,review_helpful,verified_purchase,has_images_or_videos,asin,amazon_seller,trend,numb_stars,review_posted_date,review_title,review_text,review_author
0.0,0.0,1,0.5107790556404717,0.26089524368097206,0.13325982618845764,0.06806632817535378,28.99336104,1.0,1.0,1,0.0,B071CZ2F3N,/Tenergy/b/ref=bl_dp_s_web_2530602011?ie=UTF8&node=2530602011&field-lbr_brands_browse-bin=Tenergy,218.42339904,5.0,30 Dec 2017,Worth your money!!!!,"It works great. I have owned some of Camera Drones before, but this one is the best that I have ever had. I cannot believe that with this cheap price, I can own a good quality Camera Drone like this. First of all, the design is really cool and fashionable, especially it is easy to use making you feel comfortable when using it. Camera works perfectly. Finally, I would recommend it to my friend and family. Worth you money!!!",AEU7E2Z7UMPUHGQKQDU2D7XWUJHQ
0.0,0.0,1,0.5115365073063267,0.26166959830715564,0.1338535523862919,0.0684709786782282,29.27906856,1.0,0.0,1,0.0,B071CZ2F3N,/Tenergy/b/ref=bl_dp_s_web_2530602011?ie=UTF8&node=2530602011&field-lbr_brands_browse-bin=Tenergy,218.70910655999998,5.0,01 Jan 2018,Dont fly this in the house.,"This thing is awesomely fun. This is my first larger drone, and I have very happy with it. The camera detaches so the battery will last longer. It can over shoot some smaller precision movements but the larger movements are smoother. Controller connects quickly. The video app works and connects but sometimes requires a few connects and disconnects to actually start. Maybe there is some trick that i'm doing wrong but I haven't figured it out yet. The blade protectors are a little hard to get in but if you angle them a bit it makes it easier.",AFHGPRDT7UA3LJXQHBUCBTUZJ6YQ
0.0,0.0,1,0.5160799832674837,0.2663385491293663,0.13745199397816923,0.07093622275233585,32.27899752,1.0,0.0,1,1.0,B071CZ2F3N,/Tenergy/b/ref=bl_dp_s_web_2530602011?ie=UTF8&node=2530602011&field-lbr_brands_browse-bin=Tenergy,221.70903552,5.0,22 Jan 2018,Durable and so much fun,"This is our first drone and we are having so much fun with it, even the dogs chase it. This drone is very durable being we never flown one we have hit it against a lot of things and it's just fine. I love the black & yellow colors. This drone is very light weight and goes high and fast, it's so fun to watch. We also like the camera it's amazing how something so small can do all this. We have laughed and had so much fun with this. It allso includes extra propellers.",AHKISBKLNUOGH6I57N6OFCFYXZFA
0.0,0.0,1,0.5085064175429869,0.2585787766824025,0.13148896738341653,0.06686298375056779,28.56479976,1.0,0.0,1,0.0,B071CZ2F3N,/Tenergy/b/ref=bl_dp_s_web_2530602011?ie=UTF8&node=2530602011&field-lbr_brands_browse-bin=Tenergy,217.99483776,4.0,27 Dec 2017,Very cool drone,"This drone is lots of fun to fly! Set-up is easy and fast. It comes with additional battery which is great option to have twice the flying time. 360 flip was total fun and it holds well with the help of altitude hold. FPV is decent quality and the camera isn't that bad, pictures are good quality!!! *Cons! Battery life is less, but that is well expected, can't blame anyone. Summary - This drone is amazing to fly! this drone can be perfect for beginners for FPV..!!!",AGOXVQMKMP2XHWA256P2AYLH7L5A
1.0,0.0,1,0.4998258542085792,0.24982588453533588,0.12486943614128815,0.06241297258386298,19.27930536,1.0,1.0,1,1.0,B071CZ2F3N,/Tenergy/b/ref=bl_dp_s_web_2530602011?ie=UTF8&node=2530602011&field-lbr_brands_browse-bin=Tenergy,208.70934336,5.0,23 Oct 2017,Great camera! Fun to fly,"I’ve wanted a drone for awhile so I finally bought one. I’m not too good at flying it and the wind really effects its flight, but it is still a lot of fun to fly. The camera is good quality, I like the fact that you can view the video, real time on your phone as you fly.",AFT2C4WZ27MQMDWYTN3CHZQW2DQA
0.0,0.0,1,0.5160799832674837,0.2663385491293663,0.13745199397816923,0.07093622275233585,32.27899752,1.0,0.0,1,1.0,B071CZ2F3N,/Tenergy/b/ref=bl_dp_s_web_2530602011?ie=UTF8&node=2530602011&field-lbr_brands_browse-bin=Tenergy,221.70903552,4.0,22 Jan 2018,"Fun to fly, Good first Quadcopter",My first quadcopter was pocket sized model that’s hard to control with delay issue. X5UW is much easier to control. It was stable enough to grab with my hand during flight. 360 flip works well. Two battery packs and memory card are pluses. The only issue is the cheap plastic feel controller and little hard to trim with the joysticks. Overall it was fun to fly and would be a good first quadcopter.,AGD6LVKHTSZ64TXUL5B42J42U4HQ
0.0,0.0,1,0.521815170149566,0.27229107179822054,0.14208561196059616,0.07414242778102369,36.9931716,1.0,0.0,1,0.0,B071CZ2F3N,/Tenergy/b/ref=bl_dp_s_web_2530602011?ie=UTF8&node=2530602011&field-lbr_brands_browse-bin=Tenergy,226.42320959999998,5.0,24 Feb 2018,Great drone! It’s very(,"Great drone! It’s very(!) lightweight, has a good quality built-in camera, and 2 usb chargeable batteries. This is my first drone, so I needed to learn how to fly it. It’s super convenient to operate via phone (with an app via Wi-Fi connection). Moreover, it has a remote control with a phone holder, so it’s easy to see what you are filming. Overall, it’s a good device.",AEFVENATMYV57NVT77QPDCKJ6PWQ
0.0,0.0,1,0.5039601803727337,0.2539758634013183,0.12799372193004915,0.0645037391904451,26.85055464,1.0,0.0,1,0.0,B071CZ2F3N,/Tenergy/b/ref=bl_dp_s_web_2530602011?ie=UTF8&node=2530602011&field-lbr_brands_browse-bin=Tenergy,216.28059263999998,5.0,15 Dec 2017,Enjoy and having fun playing around with this drone,"Having fun in flying the drone. This drone is easy to assemble and also easy to use. As a newbie to the drone, it is a little bit difficult for me to control the flying direction of the drone. Fortunately, practice makes perfect. You will enjoy using the drone to look at the world. That is sooooo cool.",AE6PNORDAI3DDBZLDM35GKUFIQTQ
0.0,0.0,1,0.496998853296652,0.24700786017818702,0.1227626232638187,0.06101288298980679,14.56513128,,1.0,1,0.0,B071CZ2F3N,/Tenergy/b/ref=bl_dp_s_web_2530602011?ie=UTF8&node=2530602011&field-lbr_brands_browse-bin=Tenergy,203.99516928,3.0,20 Sep 2017,Purchase a better model,I would probably give this 2.5 stars if I could. It was very difficult to control so we didn't even get the opportunity to use the camera portion of the drone. I know it wasn't operator error because I had the opportunity to fly a more expensive drone and did not have the level of difficulty I did with this one. My advice would be to spend the money for a better model. I wish I would have.,AFRL7VVJQD4O7LGSZSSW4TAHUBYQ
0.0,0.0,1,0.520620802498551,0.2710460199942353,0.1411121964434371,0.0734659449547154,35.13607272,1.0,0.0,1,0.0,B071CZ2F3N,/Tenergy/b/ref=bl_dp_s_web_2530602011?ie=UTF8&node=2530602011&field-lbr_brands_browse-bin=Tenergy,224.56611071999998,5.0,11 Feb 2018,nice toy to play with kids,"I bought this drone as a birthday gift for my friend son. We went together to a park to tried this out. We have so much fun in flying this. This is my first drone flying experience and I really liked. I am thinking now one for myself also. The control is very simple and easy to learn. We are able to watch the video live on my phone. The camera quality is very good. With the two batteries, we were able to fly it for quite a long time( for around 20-30 minutes). It's a very nice toy to play during the family outing.",AERLXTQUCN4HOZDBCJ372KUPEKLA
0.0,0.0,1,0.5085064175429869,0.2585787766824025,0.13148896738341653,0.06686298375056779,28.56479976,1.0,0.0,1,1.0,B071CZ2F3N,/Tenergy/b/ref=bl_dp_s_web_2530602011?ie=UTF8&node=2530602011&field-lbr_brands_browse-bin=Tenergy,217.99483776,5.0,27 Dec 2017,"Works great , easy to fly!","I gave my nephew this drone as a Christmas present, and he absolutely loved it! It works very nicely, and the additional battery is a huge bonus. This drone flies really high and it’s very easy to use.",AHZUUMRGZAUUL7X72TX6GDPMF5AA
0.0,0.0,1,0.5145657494811079,0.2647779105390543,0.13624564398257022,0.07010734190942744,31.2790212,1.0,0.0,1,0.0,B071CZ2F3N,/Tenergy/b/ref=bl_dp_s_web_2530602011?ie=UTF8&node=2530602011&field-lbr_brands_browse-bin=Tenergy,220.70905919999998,5.0,15 Jan 2018,We like the drone so much,"We like the drone so much. I bought this for my two kids ,but during the holiday all family got fever ,we played the drone last weekend . It's easy to download the app ,and control .The speed is fast ,so I think it shloud find a place don't have the trees .It's very good gift for the kids .",AGWM2A3FN2GOFQTMQ7UMKICLB6KQ
0.0,0.0,1,0.5032023901981384,0.25321264550111955,0.12741720844455723,0.06411664384167563,26.707700879999997,1.0,0.0,1,0.0,B071CZ2F3N,/Tenergy/b/ref=bl_dp_s_web_2530602011?ie=UTF8&node=2530602011&field-lbr_brands_browse-bin=Tenergy,216.13773888,5.0,14 Dec 2017,It was amazing. The drone looks like a big hornet,I bought this Quadcopter Drone for the birthday of my little brother. He loves it so much and become very excited. He open the box. It was amazing. The drone looks like a big hornet.now he is trying to fly it.,AH23NSITOCX3SEPDQST5NJRESXVA
0.0,0.0,1,0.5062334278120708,0.2562722834343591,0.1297335964962022,0.06567548325666049,27.7076772,1.0,0.0,1,0.0,B071CZ2F3N,/Tenergy/b/ref=bl_dp_s_web_2530602011?ie=UTF8&node=2530602011&field-lbr_brands_browse-bin=Tenergy,217.1377152,5.0,21 Dec 2017,"Very cool and simple Drone, Nice for beginners or kids","I bought this as a present for my nephew. I thought it was much smaller, but looks greats come with a couple of battery that last a decent amount of time. Flight very study, including windy outdoor situations. The control is a little bigger than I would want to but it makes the job. You can also synchronize with the iPhone app. This is the holiday gift",AGKOYPIHSTM7ZBQFIXDURTBCAQHA
0.0,0.0,1,0.5153229015412649,0.2655576928529082,0.1368479608075647,0.07052088823335954,31.70758248,1.0,0.0,1,0.0,B071CZ2F3N,/Tenergy/b/ref=bl_dp_s_web_2530602011?ie=UTF8&node=2530602011&field-lbr_brands_browse-bin=Tenergy,221.13762047999998,5.0,18 Jan 2018,Very elegant,"I like it very much, like a bumblebee, it is cool, small and delicate, easy to carry, super like, good to use, beautifully wrapped, well worth having.",AHJHPXEVEM7JPYLEC2PAY6TPKU2Q
0.0,0.0,1,0.5100215544739761,0.260121986028051,0.13266781966688446,0.06766344761517756,28.707653519999997,1.0,0.0,1,0.0,B071CZ2F3N,/Tenergy/b/ref=bl_dp_s_web_2530602011?ie=UTF8&node=2530602011&field-lbr_brands_browse-bin=Tenergy,218.13769151999998,5.0,28 Dec 2017,Nice Xmas present,I brought this for a Christmas present for my little sister. This is her first drone and she had no problem flying it with my advise of course. She liked that it had the blade guards to protect the blades.,AGGZBCX7I657EW74A5ORHZIIOSBA
0.0,0.0,1,0.5198642155558038,0.2702588026154512,0.14049788041873235,0.0730398203911374,33.99324264,1.0,0.0,1,0.0,B071CZ2F3N,/Tenergy/b/ref=bl_dp_s_web_2530602011?ie=UTF8&node=2530602011&field-lbr_brands_browse-bin=Tenergy,223.42328064,5.0,03 Feb 2018,A nice compact camera drone for my son and he loves ...,A nice compact camera drone for my son and he loves it. It's small but did fly over my house and took some decent pictures.,AEIQJC6UJGNFYY7SJ5MMC6BUUQFA
0.0,0.0,1,0.519107537492282,0.26947263548130096,0.1398852762262535,0.0726155012732381,33.4218276,1.0,0.0,1,0.0,B071CZ2F3N,/Tenergy/b/ref=bl_dp_s_web_2530602011?ie=UTF8&node=2530602011&field-lbr_brands_browse-bin=Tenergy,222.8518656,5.0,30 Jan 2018,It's a cool drone that can be connected to the phone,"It's a cool drone that can be connected to the phone, and the camera is very clear, and my son likes it very much.",AGKJOYNTM6S35YG4LR5KWZAWHOPQ
0.0,0.0,1,0.49776537050929687,0.2477703640782576,0.12333150707663727,0.06139015331547232,17.42220648,1.0,1.0,1,0.0,B071CZ2F3N,/Tenergy/b/ref=bl_dp_s_web_2530602011?ie=UTF8&node=2530602011&field-lbr_brands_browse-bin=Tenergy,206.85224448,5.0,10 Oct 2017,"Fun, Fun, Fun",This little drone is a blast had fun flying it with my grandson.,AEI4L5BOJHDIVIEAVWXRI4ZKD2SA
0.0,0.0,1,0.5085064175429869,0.2585787766824025,0.13148896738341653,0.06686298375056779,28.56479976,1.0,0.0,1,0.0,B071CZ2F3N,/Tenergy/b/ref=bl_dp_s_web_2530602011?ie=UTF8&node=2530602011&field-lbr_brands_browse-bin=Tenergy,217.99483776,5.0,27 Dec 2017,Brought this for my niece as a Christmas present gave ...,Brought this for my niece as a Christmas present gave it to her she loves it. It comes with camera connects to your phone and flys steady for a beginner.,AEOAYPNO5KPIBIESAHXQTKXOD6JA
1.0,0.0,1,0.5054757026602453,0.2555056859798687,0.12915191615436214,0.0652831555680433,27.136262159999998,1.0,0.0,1,0.0,B071CZ2F3N,/Tenergy/b/ref=bl_dp_s_web_2530602011?ie=UTF8&node=2530602011&field-lbr_brands_browse-bin=Tenergy,216.56630016,5.0,17 Dec 2017,Adventurous,"Very good drone, High quality pictures and videos and able to fly for a really far range. comes with all needed accessories and 4 extra propellers and an extra battery, light weight so its easy to take anywhere and enjoy a flight",AGGLMPHXGZRYQVQN6WBL7SFISPEQ
0.0,0.0,1,0.5175939218471832,0.267903467933148,0.13866520664397916,0.07177226813060726,33.13612008,1.0,0.0,1,0.0,B071CZ2F3N,/Tenergy/b/ref=bl_dp_s_web_2530602011?ie=UTF8&node=2530602011&field-lbr_brands_browse-bin=Tenergy,222.56615807999998,5.0,28 Jan 2018,Five Stars,Camera pretty good and price good too,AFEQFORYSFSNW6OQPBJYKVE6GZLA
0.0,0.0,1,0.5039601803727337,0.2539758634013183,0.12799372193004915,0.0645037391904451,26.85055464,1.0,0.0,1,0.0,B071CZ2F3N,/Tenergy/b/ref=bl_dp_s_web_2530602011?ie=UTF8&node=2530602011&field-lbr_brands_browse-bin=Tenergy,216.28059263999998,5.0,15 Dec 2017,Very good quality as Christmas gift for kids,Very good quality as Christmas gift for kids.so happy purchased this product.,AFZPKLJQG43VTHXBZKZGJJQAQ5YA
0.0,0.0,1,0.5168369911916948,0.267120475464084,0.1380577428245521,0.0713533484121583,32.850412559999995,1.0,0.0,1,0.0,B071CZ2F3N,/Tenergy/b/ref=bl_dp_s_web_2530602011?ie=UTF8&node=2530602011&field-lbr_brands_browse-bin=Tenergy,222.28045056,5.0,26 Jan 2018,Five Stars,Got it for my grandson for xmas,AGEP3R7B7CONTIZWSOEUUR3CWYRQ
0.0,0.0,1,0.503534922393642,0.253547418069971,0.12766997948097114,0.06428629320994866,20.27928168,1.0,1.0,1,0.0,B071CZ2F3N,/Tenergy/b/ref=bl_dp_s_web_2530602011?ie=UTF8&node=2530602011&field-lbr_brands_browse-bin=Tenergy,209.70931968,5.0,30 Oct 2017,Just same brilliant as the one I’ve got,"I’ve got the first one drone when it was summer. It was really hot, so I just let my kids to play drone to keep quiet. They always thrilled to see the drone flying high and over the tree in the garden. But I’ve got 3 kids and only one drone. Then they fought and argued to played it. One of them convinced me to buy another one for them. What could I do? I think I have to, otherwise they would fight everyday. So I buy the same company’s product but different model, it’s X5UW Wifi FPV RC Quadcopter UAV HD 720P. Just same brilliant as the one I’ve got. There are 2 sets of batteries to let you replace when one of them run out. It can be also controlled by the smartphone app. With 2 drones at home, I believe my kids won’t fight now.",AG2N6OZCBEHNPHG3BZDTQNXY4QJA
0.0,0.0,1,0.5050504679116277,0.25507597513775404,0.12882624059633738,0.06506375309247613,20.422135439999998,1.0,0.0,1,0.0,B071CZ2F3N,/Tenergy/b/ref=bl_dp_s_web_2530602011?ie=UTF8&node=2530602011&field-lbr_brands_browse-bin=Tenergy,209.85217344,4.0,31 Oct 2017,Four Stars,Good drone son loved it think I get him another one for birthday day,AEFERLMC7U7K247ZISPUJFZLLPNA
0.0,0.0,1,0.5021934546214019,0.252198265864578,0.1266523183840592,0.06360396530510037,3.42849024,1.0,15.0,0,0.0,B071CZ2F3N,/Tenergy/b/ref=bl_dp_s_web_2530602011?ie=UTF8&node=2530602011&field-lbr_brands_browse-bin=Tenergy,192.85852824,4.0,04 Jul 2017,Nice Drone So Far...(Pros And Cons) with Pics,"I'll do pros and cons to keep it short and simple! *Pros! (The good things about this item!) *Cons! (The Bad things or just my opinions what it needs!) I can try to help you decide whether to purchase this item or not... I'll do pros and cons to keep it short and simple! *Pros! (The good things about this item!) *360 Flips! - This drone will do 360 flips!!! as long as the battery is still alive!!! * Altitude Hold Mode! - The drone will hold its current altitude for a long time! * 2 Take off modes! - You can take off by just one push of a button or you can manual take off, See instructions on how to take off first! * 2 Landing modes! - You can do the One button landing, Standard landing. Again see instructions on how to land! * 2 Speeds! - You get high or low speeds depends how you fast you want it, My recommendations for beginners is low speed!!! * FPV Mode - you can connect your phone (Via Wifi) to the drone with syma's app and start flying FPV! * Easy To Install Batteries! - This drone batteries are easy to install and remove! Batteries have better flight time too! * DECENT Camera Quality! Nothing to bad but you know, the camera isn't that bad, pictures are good quality!!! * Storage Options - You have an option to save your photos/videos on a SD card or Phone Storage. For best quality use an SD Card * BONUS! - You get an extra battery for your drone! *Cons! (The Bad things or just my opinions what it needs!) *No SD Card - This bundle does not include an sd card or sd card reader, but you still have an option to save it to your phone storage, see instructions for more details! *Landing manual - you have to wait until the drone lands and you have to wait for the motors to completely stop or else it will start flying again! Ill give it a 4 stars! the drone is really nice, i like its color design! its also have some good protection! Hope this review helped you to decide to purchase this item!! Please like if it helped you!!!",AH5BDEJDYELZPIQDEDBEEIN2BABA
